,id,code,label
92,173,"FileASTDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintpartitionintDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintquickSortvoidFuncDefDeclFuncDeclmainvoidCompoundDecliintDeclArrayDeclarrint10InitList3431667657989786554FuncCallquicksortExprListarr09FuncCallprintfExprList""\n The sorted array is: \n""For=i0<i10++iFuncCallprintfExprList"" %d  ""ArrayRefarriEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintpartitionintCompoundDeclleftintDeclrightintDecltempintDecllocintDeclflagint=loc=leftbeg=rightend=flag0While!=flag1CompoundWhile&&<=ArrayRefalocArrayRefaright!=locright--rightIf==locright=flag1If>ArrayRefalocArrayRefarightCompound=tempArrayRefaloc=ArrayRefalocArrayRefaright=ArrayRefarighttemp=locrightEndIf!=flag1CompoundWhile&&>=ArrayRefalocArrayRefaleft!=locleft++leftIf==locleft=flag1If<ArrayRefalocArrayRefaleftCompound=tempArrayRefaloc=ArrayRefalocArrayRefaleft=ArrayRefalefttemp=locleftEndEndEndReturnlocEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintquickSortvoidCompoundDecllocintIf<begendCompound=locFuncCallpartitionExprListabegendFuncCallquicksortExprListabeg-loc1FuncCallquicksortExprLista+loc1endEndEnd",3
37,38,"FileASTDeclFuncDeclParamListDeclPtrDeclarrintDeclnintdispArrvoidDeclFuncDeclParamListDeclPtrDeclarrintDeclnintbubbleSortvoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList51428Declsizeint/sizeofarrsizeofTypenameTypeDeclintFuncCalldisparrExprListarrsizeFuncCallbubblesortExprListarrsizeFuncCallprintfExprList""Array after sort\n""FuncCalldisparrExprListarrsizeReturn0EndFuncDefDeclFuncDeclParamListDeclPtrDeclarrintDeclnintdispArrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d\t""ArrayRefarriEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclPtrDeclarrintDeclnintbubbleSortvoidCompoundDecltempintDeclisSortedint0ForDeclListDecliint0<i-n1++iCompoundFuncCallprintfExprList""Pass %d\n""+i1=issorted1ForDeclListDecljint0<j--n1i++jCompoundIf>ArrayRefarrjArrayRefarr+j1Compound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1temp=issorted0EndEndIfissortedReturnEndEnd",1
154,440,"FileASTTypedefItemStructDeclweightintDeclvalueintDeclFuncDeclParamListDeclitem_numintDeclPtrDeclitem_listItemDeclknapsack_capacityintknapsack_dp_loopintFuncDefDeclFuncDeclmainintCompound*fileinfileDeclArrayDeclin_bufferint512Declitem_numintDeclknapsack_capacityint=infileFuncCallfopenExprList""test.dat""""rb""FuncCallfreadExprListin_buffersizeofTypenameTypeDeclint512infileFuncCallfcloseExprListinfile=knapsack_capacityArrayRefin_buffer0=item_numArrayRefin_buffer1DeclPtrDeclitem_listItemCastTypenamePtrDeclTypeDeclItem+in_buffer2FuncCallprintfExprList""%d\n""FuncCallknapsack_dp_loopExprListitem_numitem_listknapsack_capacityReturn0EndFuncDefDeclFuncDeclParamListDeclitem_numintDeclPtrDeclitem_listItemDeclknapsack_capacityintknapsack_dp_loopintCompoundDeclArrayDeclcache_ptrint+max_capacity1InitList0ForDeclListDecliint0<iitem_num++iCompoundDeclweightintStructRefArrayRefitem_listiweightDeclvalintStructRefArrayRefitem_listivalueForDeclListDecljintknapsack_capacity>=j0--jCompoundIf>=jweightCompound=ArrayRefcache_ptrjTernaryOp>ArrayRefcache_ptrj+ArrayRefcache_ptr-jweightvalArrayRefcache_ptrj+ArrayRefcache_ptr-jweightvalEndEndEndReturnArrayRefcache_ptrknapsack_capacityEnd",6
33,34,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclnintBubbleSortvoidCompoundDecliintDecljintDecltempintFor=i0<i-n1++iCompoundFor=j0<j--n1i++jCompoundIf<ArrayRefarr+j1ArrayRefarrjCompound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1tempEndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclArrayDeclarrint4InitList3241DecliintFuncCallbubblesortExprListarr/sizeofarrsizeofTypenameTypeDeclintFor=i0<i4++iFuncCallprintfExprList""%d ""ArrayRefarriReturn0End",1
87,152,"FileASTDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintpartitionintDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintquickSortvoidFuncDefDeclFuncDeclmainvoidCompoundDecliintDeclArrayDeclarrint10InitList3431667657989786554FuncCallquicksortExprListarr09FuncCallprintfExprList""\n The sorted array is: \n""For=i0<i10++iFuncCallprintfExprList"" %d  ""ArrayRefarriEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintpartitionintCompoundDeclleftintDeclrightintDecltempintDecllocintDeclflagint=loc=leftbeg=rightend=flag0While!=flag1CompoundWhile&&<=ArrayRefalocArrayRefaright!=locright--rightIf==locright=flag1If>ArrayRefalocArrayRefarightCompound=tempArrayRefaloc=ArrayRefalocArrayRefaright=ArrayRefarighttemp=locrightEndIf!=flag1CompoundWhile&&>=ArrayRefalocArrayRefaleft!=locleft++leftIf==locleft=flag1If<ArrayRefalocArrayRefaleftCompound=tempArrayRefaloc=ArrayRefalocArrayRefaleft=ArrayRefalefttemp=locleftEndEndEndReturnlocEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclbegintDeclendintquickSortvoidCompoundDecllocintIf<begendCompound=locFuncCallpartitionExprListabegendFuncCallquicksortExprListabeg-loc1FuncCallquicksortExprLista+loc1endEndEnd",3
138,385,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintbfsvoidCompoundDeclArrayDeclqueueint20Declfrontint0Declrearint0DecluintDeclArrayDeclvisitedintmaxInitList0=ArrayRefqueuerearsource=ArrayRefvisitedsource1While<=frontrearCompound=uArrayRefqueuefrontFuncCallprintfExprList""%d\n""u+=front1ForDeclListDecliint0<iv++iCompoundIf&&==ArrayRefArrayRefmui1==ArrayRefvisitedi0Compound=ArrayRefvisitedi1+=rear1=ArrayRefqueuereariEndEndEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintFuncCallprintfExprList""Enter no.of vertices\n""FuncCallscanfExprList""%d""&vFuncCallprintfExprList""Enter source\n""FuncCallscanfExprList""%d""&sourceFuncCallprintfExprList""Enter adjacency matrix\n""ForDeclListDecliint0<iv++iCompoundForDeclListDecljint0<jv++jCompoundFuncCallprintfExprList""m[%d][%d]=""ijFuncCallscanfExprList""%d""&ArrayRefArrayRefmijFuncCallprintfExprList""\n""EndEndFuncCallbfsExprListmvsourceEnd",5
44,45,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclxintDeclPtrDeclyintswappervoidCompoundDecltempint*x=*x*y=*ytempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclsizeintbubbleintCompoundDecliintDecljintFor=i0<i-size1++iFor=j0<j--sizei1++jIf>ArrayRefarrjArrayRefarr+j1FuncCallswapperExprList&ArrayRefarrj&ArrayRefarr+j1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclsizeintprintervoidCompoundForDeclListDecliint0<isize++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList223124Declsizeint/sizeofarrsizeofArrayRefarr0FuncCallbubbleExprListarrsizeFuncCallprintfExprList""The array is = ""FuncCallprinterExprListarrsizeReturn0End",1
74,115,"FileASTDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallmergesortExprListarr0-n1FuncCallprintarrExprListarrnReturn0EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidCompoundIf<prCompoundDeclqint/+pr2FuncCallmergesortExprListapqFuncCallmergesortExprLista+q1rFuncCallmergeExprListapqrEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidCompoundDecln1int+-qp1Decln2int-rqDeclPtrDeclLintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n11sizeofTypenameTypeDeclintDeclPtrDeclRintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n21sizeofTypenameTypeDeclintForDeclListDecliint0<in1++iCompound=ArrayRefliArrayRefa+piEndForDeclListDecljint0<jn2++jCompound=ArrayRefrjArrayRefa++qj1End=ArrayRefln1inf=ArrayRefrn2infDecliint0Decljint0ForDeclListDeclkintp<=kr++kCompoundIf<ArrayRefliArrayRefrjCompound=ArrayRefakArrayRefli++iEndCompound=ArrayRefakArrayRefrj++jEndEndFuncCallfreeExprListlFuncCallfreeExprListrEnd",2
90,166,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmintDeclPtrDeclnintswapvoidCompoundDecltempint*m=*m*n=*ntempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintDecliint=xArrayRefar=i-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
17,18,"FileASTDeclFuncDeclParamListDeclPtrDeclarrintDeclnintdispArrvoidDeclFuncDeclParamListDeclPtrDeclarrintDeclnintbubbleSortvoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList51428Declsizeint/sizeofarrsizeofTypenameTypeDeclintFuncCalldisparrExprListarrsizeFuncCallbubblesortExprListarrsizeFuncCallprintfExprList""Array after sort\n""FuncCalldisparrExprListarrsizeReturn0EndFuncDefDeclFuncDeclParamListDeclPtrDeclarrintDeclnintdispArrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d\t""ArrayRefarriEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclPtrDeclarrintDeclnintbubbleSortvoidCompoundDecltempintDeclisSortedint0ForDeclListDecliint0<i-n1++iCompoundFuncCallprintfExprList""Pass %d\n""+i1=issorted1ForDeclListDecljint0<j--n1i++jCompoundIf>ArrayRefarrjArrayRefarr+j1Compound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1temp=issorted0EndEndIfissortedReturnEndEnd",1
13,14,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclnintBubbleSortvoidCompoundDecliintDecljintDecltempintFor=i0<i-n1++iCompoundFor=j0<j--n1i++jCompoundIf<ArrayRefarr+j1ArrayRefarrjCompound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1tempEndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclArrayDeclarrint4InitList3241DecliintFuncCallbubblesortExprListarr/sizeofarrsizeofTypenameTypeDeclintFor=i0<i4++iFuncCallprintfExprList""%d ""ArrayRefarriReturn0End",1
78,126,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
68,99,"FileASTDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallmergesortExprListarr0-n1FuncCallprintarrExprListarrnReturn0EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidCompoundIf<prCompoundDeclqint/+pr2FuncCallmergesortExprListapqFuncCallmergesortExprLista+q1rFuncCallmergeExprListapqrEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidCompoundDecln1int+-qp1Decln2int-rqDeclPtrDeclLintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n11sizeofTypenameTypeDeclintDeclPtrDeclRintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n21sizeofTypenameTypeDeclintForDeclListDecliint0<in1++iCompound=ArrayRefliArrayRefa+piEndForDeclListDecljint0<jn2++jCompound=ArrayRefrjArrayRefa++qj1End=ArrayRefln1inf=ArrayRefrn2infDecliint0Decljint0ForDeclListDeclkintp<=kr++kCompoundIf<ArrayRefliArrayRefrjCompound=ArrayRefakArrayRefli++iEndCompound=ArrayRefakArrayRefrj++jEndEndFuncCallfreeExprListlFuncCallfreeExprListrEnd",2
142,405,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintbfsvoidCompoundDeclArrayDeclqueueint20Declfrontint0Declrearint0DecluintDeclArrayDeclvisitedintmaxInitList0=ArrayRefqueuerearsource=ArrayRefvisitedsource1While<=frontrearCompound=uArrayRefqueuefrontFuncCallprintfExprList""%d\n""u+=front1ForDeclListDecliint0<iv++iCompoundIf&&==ArrayRefArrayRefmui1==ArrayRefvisitedi0Compound=ArrayRefvisitedi1+=rear1=ArrayRefqueuereariEndEndEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintFuncCallprintfExprList""Enter no.of vertices\n""FuncCallscanfExprList""%d""&vFuncCallprintfExprList""Enter source\n""FuncCallscanfExprList""%d""&sourceFuncCallprintfExprList""Enter adjacency matrix\n""ForDeclListDecliint0<iv++iCompoundForDeclListDecljint0<jv++jCompoundFuncCallprintfExprList""m[%d][%d]=""ijFuncCallscanfExprList""%d""&ArrayRefArrayRefmijFuncCallprintfExprList""\n""EndEndFuncCallbfsExprListmvsourceEnd",5
140,395,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintbfsvoidCompoundDeclArrayDeclqueueint20Declfrontint0Declrearint0DecluintDeclArrayDeclvisitedintmaxInitList0=ArrayRefqueuerearsource=ArrayRefvisitedsource1While<=frontrearCompound=uArrayRefqueuefrontFuncCallprintfExprList""%d\n""u+=front1ForDeclListDecliint0<iv++iCompoundIf&&==ArrayRefArrayRefmui1==ArrayRefvisitedi0Compound=ArrayRefvisitedi1+=rear1=ArrayRefqueuereariEndEndEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintFuncCallprintfExprList""Enter no.of vertices\n""FuncCallscanfExprList""%d""&vFuncCallprintfExprList""Enter source\n""FuncCallscanfExprList""%d""&sourceFuncCallprintfExprList""Enter adjacency matrix\n""ForDeclListDecliint0<iv++iCompoundForDeclListDecljint0<jv++jCompoundFuncCallprintfExprList""m[%d][%d]=""ijFuncCallscanfExprList""%d""&ArrayRefArrayRefmijFuncCallprintfExprList""\n""EndEndFuncCallbfsExprListmvsourceEnd",5
111,255,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclpos_inicialintDeclpos_finalintswapvoidCompoundDeclauxintArrayRefvetorpos_final=ArrayRefvetorpos_finalArrayRefvetorpos_inicial=ArrayRefvetorpos_inicialauxEndFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclleftintDeclrightintpartitionintCompoundDeclpivotintArrayRefvetorleftDecliintleftForDeclListDecljint+left1<=jright++jCompoundIf<=ArrayRefvetorjpivotCompound+=i1FuncCallswapExprListvetorijEndEndFuncCallswapExprListvetorleftiReturniEndFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclleftintDeclrightintquicksortvoidCompoundIf<leftrightCompoundDeclindex_pivotintFuncCallpartitionExprListvetorleftrightFuncCallquicksortExprListvetorleft-index_pivot1FuncCallquicksortExprListvetor+index_pivot1rightEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvetorint10InitList91437750128110FuncCallquicksortExprListvetor010ForDeclListDecliint0<i10++iCompoundFuncCallprintfExprList""%d ""ArrayRefvetoriEndReturn0End",3
96,192,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclpos_inicialintDeclpos_finalintswapvoidCompoundDeclauxintArrayRefvetorpos_final=ArrayRefvetorpos_finalArrayRefvetorpos_inicial=ArrayRefvetorpos_inicialauxEndFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclleftintDeclrightintpartitionintCompoundDeclpivotintArrayRefvetorleftDecliintleftForDeclListDecljint+left1<=jright++jCompoundIf<=ArrayRefvetorjpivotCompound+=i1FuncCallswapExprListvetorijEndEndFuncCallswapExprListvetorleftiReturniEndFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclleftintDeclrightintquicksortvoidCompoundIf<leftrightCompoundDeclindex_pivotintFuncCallpartitionExprListvetorleftrightFuncCallquicksortExprListvetorleft-index_pivot1FuncCallquicksortExprListvetor+index_pivot1rightEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvetorint10InitList91437750128110FuncCallquicksortExprListvetor010ForDeclListDecliint0<i10++iCompoundFuncCallprintfExprList""%d ""ArrayRefvetoriEndReturn0End",3
52,55,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclnumsintDeclstartintDeclmidintDeclendintmergevoidCompoundDeclPtrDeclptrintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*sizeofTypenameTypeDeclint+-endstart1DecliintstartDecljint+mid1Declkint0While&&<=imid<=jendCompoundIf<ArrayRefnumsiArrayRefnumsj=ArrayRefptr++kArrayRefnums++i=ArrayRefptr++kArrayRefnums++jEndWhile<=imid=ArrayRefptr++kArrayRefnums++iWhile<=jend=ArrayRefptr++kArrayRefnums++jForExprList=istart=k0<=iendExprList++i++k=ArrayRefnumsiArrayRefptrkFuncCallfreeExprListptrEndFuncDefDeclFuncDeclParamListDeclPtrDeclnumsintDeclstartintDeclendintmergeSortvoidCompoundIf>=startendReturnDeclmidint+start/-endstart2FuncCallmergesortExprListnumsstartmidFuncCallmergesortExprListnums+mid1endFuncCallmergeExprListnumsstartmidendEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclnumsintInitList54321FuncCallmergesortExprListnums04ForDeclListDecliint0<i/sizeofnumssizeofTypenameTypeDeclint++iFuncCallprintfExprList""%d ""ArrayRefnumsiEnd",2
149,434,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmintDeclPtrDeclnintswapvoidCompoundDecltempint=temp*m=*m*n=*ntempEndFuncDefDeclFuncDeclmainvoidCompoundDeclnintDeclArrayDeclpriceint100DeclArrayDeclweightsint100DecliintDecljintFuncCallprintfExprList""enter size\n""FuncCallscanfExprList""%d""&nFuncCallprintfExprList""enter weight and price""For=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefweightsiFuncCallscanfExprList""%d""&ArrayRefpriceiEndDeclArrayDeclratioint100Declvalueint0DeclcapacityintDecltotalint0DeclkintFuncCallprintfExprList""enter capacity of knapsack\n""FuncCallscanfExprList""%d""&capacityFor=j0<jn++jCompound=ArrayRefratioj/ArrayRefpricejArrayRefweightsjEndFor=i0<in++iCompoundFor=j0<jn++jCompoundIf<ArrayRefratiojArrayRefratio+j1CompoundFuncCallswapExprList&ArrayRefratioj&ArrayRefratio+j1FuncCallswapExprList&ArrayRefweightsj&ArrayRefweights+j1FuncCallswapExprList&ArrayRefpricej&ArrayRefprice+j1EndEndEndFor=i0<in++iCompoundIf<=+totalArrayRefweightsicapacityCompound+=totalArrayRefweightsi+=valueArrayRefpriceiEndBreakEndIf!=totalcapacityCompound=k-capacityArrayRefweightsi=value+value*kArrayRefratioi+=totalkEndFuncCallprintfExprList""%d""valueFuncCallprintfExprList""%d""totalEnd",6
135,355,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmintDeclPtrDeclnintswapvoidCompoundDecltempint*m=*m*n=*ntempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintDecliint=xArrayRefar=i-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
18,19,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclnintBubbleSortvoidCompoundDecliintDecljintDecltempintFor=i0<i-n1++iCompoundFor=j0<j--n1i++jCompoundIf<ArrayRefarr+j1ArrayRefarrjCompound=tempArrayRefarrj=ArrayRefarrjArrayRefarr+j1=ArrayRefarr+j1tempEndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclArrayDeclarrint4InitList3241DecliintFuncCallbubblesortExprListarr/sizeofarrsizeofTypenameTypeDeclintFor=i0<i4++iFuncCallprintfExprList""%d ""ArrayRefarriReturn0End",1
58,71,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
160,457,"FileASTFuncDefDeclFuncDeclParamListDeclaintDeclbintmaxintCompoundIf>abCompoundReturnaEndCompoundReturnbEndEndFuncDefDeclFuncDeclParamListDeclWintDeclArrayDeclwtintDeclArrayDeclvalintDeclnintknapsackintCompoundDecliintDeclwintDeclArrayDeclArrayDeclknapint+w1+n1For=i0<=in++iCompoundFor=w0<=ww++wCompoundIf||==i0==w0=ArrayRefArrayRefknapiw0If<=ArrayRefwt-i1w=ArrayRefArrayRefknapiwFuncCallmaxExprList+ArrayRefval-i1ArrayRefArrayRefknap-i1-wArrayRefwt-i1ArrayRefArrayRefknap-i1w=ArrayRefArrayRefknapiwArrayRefArrayRefknap-i1wEndEndReturnArrayRefArrayRefknapnwEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvalintInitList202540DeclArrayDeclwtintInitList252030DeclWint50Declnint/sizeofvalsizeofArrayRefval0FuncCallprintfExprList""The solution is : %d""FuncCallknapsackExprListwwtvalnReturn0End",6
